but while the new york stock exchange did n't fall ___
james <unk> head of otc trading at hambrecht & quist ___
everybody was trying to do the same thing at the ___
<unk> mullins the otc trading chief at dean witter reynolds ___
but he added you can only take one call at ___
market makers keep supplies of stock on hand to maintain ___
on days like friday that means they must buy shares ___
two years ago faced with the possibility of heavy losses ___
but with profits sagging on wall street since the crash ___
mr. <unk> of hambrecht & quist said some prices fell ___
so while otc companies incurred losses on friday trading officials ___
two years ago we were carrying huge inventories and that ___
i do n't know of anyone carrying big inventories now ___
tony <unk> head of equity trading at <unk> <unk> & ___
it helped that his inventory is a third smaller now ___
joseph <unk> president of the national association of securities dealers ___
nasdaq 's small order execution system worked <unk> as did ___
nevertheless the shock of another steep plunge in stock prices ___
in the past the otc market <unk> on a firm ___
because nasdaq 's trading volume has n't returned to <unk> ___
we were just starting to get the public 's confidence ___
more troubling is the prospect that the overall collapse in ___
mr. <unk> of <unk> <unk> says some action from government ___
it wo n't take much more to scare the hell ___
the sellers on friday came from all corners of the ___
but <unk> traders said the sell orders generally ranged from ___
shearson 's mr. dapuzzo said retail investors nervously sold stock ___
institutional investors which had been selling stock throughout last week ___
we had a good amount of selling from institutions but ___
if they could n't sell some of them put the ___
in addition he said some bigger institutional investors placed bids ___
in addition mr. dapuzzo said computer-guided program selling of otc ___
the nasdaq N index of the largest <unk> issues including ___
the nasdaq financial index of giant insurance and banking stocks ___
mccaw cellular communications for instance has offered to buy lin ___
lin broadcasting dropped N N or N N to N ___
on a day when negative <unk> news did n't sit ___
the issues of companies with ties to the junk bond ___
on the otc market first executive a big buyer of ___
among other otc issues intel dropped N N to N ___
the key u.s. and foreign annual interest rates below are ___
the base rate on corporate loans at large u.s. money ___
N N N high N N N low N N ___
reserves traded among commercial banks for overnight use in amounts ___
the charge on loans to depository institutions by the new ___
N N N to N days N N N to ___
high-grade unsecured notes sold through dealers by major corporations in ___
N N N days N N N days N N ___
N N one month N N two months N N ___
average of top rates paid by major new york banks ___
N N one month N N three months N N ___
N N N days N N N days N N ___
N N N to N N N one month N ___
N N N one month N N N three months ___
the average of interbank offered rates for dollar deposits in ___
canada N N germany N N japan N N switzerland ___
these rate indications are n't directly comparable lending practices vary ___
results of the tuesday october N N auction of short-term ___
posted yields on 30-year mortgage commitments for delivery within N ___
N N standard conventional <unk> mortgages N N N N ___
posted yields on N year mortgage commitments for delivery within ___
N N standard conventional fixed-rate mortgages N N N rate ___
annualized average rate of return after expenses for the past ___
pension funds insurers and other <unk> of the investing world ___
<unk> or <unk> many giant institutional investors appear to be ___
to be sure big investors might put away their <unk> ___
but their N performance indicates that they wo n't abandon ___
last time we got <unk> for going out and buying ___
mr. rogers spent half his cash on hand friday for ___
he expects to invest the rest if the market <unk> ___
<unk> portfolio manager james craig was n't <unk> when friday ___
i waited to make sure all the program trades had ___
i was buying at the close friday and i 'll ___
there is no <unk> on the fundamental level for this ___
unlike mutual funds which can be forced to sell <unk> ___
most often they do just that because stocks have proved ___
if you bought after the crash you did very very ___
the $ N billion california public employees retirement system for ___
the last crash taught institutional investors that they have to ___
those that pulled out of stocks <unk> it he said ___
stocks as measured by the standard & poor 's 500-stock ___
even friday 's slump leaves investors ahead more than N ___
you could go down N points and still have a ___
mr. <unk> however worries that the market could go down ___
he said he <unk> many parallels with N including the ___
the only thing you do n't have he said is ___
most institutional investors have abandoned the portfolio insurance hedging technique ___
not really insurance this <unk> was designed to soften the ___
in its <unk> test the $ N billion of portfolio ___
even without portfolio insurance market conditions were grim friday money ___
neil <unk> whose new york-based <unk> capital partners had converted ___
we got calls from big block houses asking us if ___
mr. <unk> predicts stocks will appear to stabilize in the ___
i think it will be a <unk> <unk> rally he ___
meanwhile friday brought a <unk> for money managers whose investment ___
especially <unk> were the short sellers who have been <unk> ___
the <unk> sell borrowed shares hoping to profit by replacing ___
the nation 's largest <unk> operation is <unk> brothers palo ___
we 're ahead for the year because of friday said ___
we 're not making a killing but we had a ___
food and drug administration spokesman jeff <unk> said the agency ___
neither <unk> nor any of the <unk> gardens n.y. company ___
<unk> won approval to market a version of a blood ___
mr. <unk> also said the fda has asked <unk> pharmaceutical ___
but so far the company has n't <unk> with that ___
<unk> the subject of a criminal investigation by the fda ___
<unk> of <unk> n.y. earlier began a voluntary recall of ___
the fda has said it presented evidence it uncovered to ___
<unk> has denied that it switched the <unk> product for ___
the west german retailer <unk> deutsche <unk> ag plans to ___
the eventual court decision could become a landmark in dutch ___
up to now only specific aspects of these defenses have ___
should the courts <unk> the <unk> of this type of ___
<unk> says the <unk> international food retailer had n't reasonable ___
speaking through its dutch lawyers <unk> also disclosed it holds ___
it was previously thought <unk> held a N N stake ___
a spokesman for <unk> said his company is confident of ___
he termed <unk> 's legal actions as <unk> to international ___
chase manhattan bank chairman <unk> butcher is a conservative banker ___
there are some very significant issues out there such as ___
i 'd like to see that initiative and i have ___
politicians tried to finger each other for the blame although ___
but mr. butcher 's comments make one thing clear some ___
by N p.m. tonight president bush must order $ N ___
the cuts are necessary because congress and the administration have ___
we simply do n't have strong leadership to try to ___
for the last two weeks the bush administration and the ___
the administration has been trying to push the dollar lower ___
one of the things that continues to worry me is ___
the administration has sent out confusing signals about its response ___
last month transportation secretary sam skinner forced northwest airlines to ___
but he has since run into opposition from the treasury ___
and he has kept <unk> on how his decision might ___
some analysts say uncertainty about washington 's anti-takeover policy was ___
in many ways the backdrop to friday 's stock decline ___
then as now the budget debate was behind schedule and ___
the treasury was locked in a battle over international economic ___
and concern about official actions aimed at takeovers then by ___
the N crash brought the reagan administration and democratic lawmakers ___
but barring further drops in the market this week a ___
lawmakers and administration officials agree that friday 's drop by ___
one of the biggest reasons that new talks are n't ___
everybody thought we were looking at a <unk> of N ___
but administration officials privately agree with mr. <unk> who said ___
in that case there will be plenty of blame to ___
there is an underlying concern on the part of the ___
nevertheless it clearly will take more than friday 's 190-point ___
hill democrats are particularly angry over mr. bush 's claim ___
there is no prospect of any so-called grand compromise or ___
during last week 's <unk> on the <unk> bill and ___
at the very moment that senate republicans were negotiating a ___
when an agreement was reached to strip capital gains from ___
asked if the administration agreed he <unk> replied the <unk> ___
friday 's market tumble could spur action on <unk> the ___
senate republicans expressed the hope that the house would follow ___
the market needs a strong signal that we 're serious ___
the white house office of management and budget whose calculations ___
rep. <unk> said that <unk> 's figure would still be ___
no one in washington was willing to take the blame ___
before the sun had set on friday richard <unk> the ___
investors who had been holding assets in anticipation of a ___
there have been many <unk> reasons advanced to support a ___
the following u.s. treasury corporate and municipal offerings are tentatively ___
N million class a shares via smith barney harris upham ___
$ N million face amount liquid yield option notes via ___
$ N million of general obligation veterans ' tax notes ___
$ N million of N general obligation tax revenue notes ___
$ N of school financing bonds N series b N ___
$ N of various bonds including $ N million hotel ___
$ N million of kaiser <unk> revenue bonds via a ___
$ N million of general obligation capital appreciation bonds college ___
$ N million of revenue bonds for <unk> university series ___
$ N million of series c bonds via a prudential-bache ___
$ N million of parkway revenue bonds series N via ___
$ N million of gas and electric revenue refunding bonds ___
$ N million of rapid city regional hospital bonds via ___
small investors matched their big institutional <unk> in anxiety over ___
i 'm not losing faith in the market said boston ___
i think on monday the small investors are going to ___
and i think institutions are going to come in and ___
some <unk> an optimism that had been <unk> when they ___
oh i bet it 'll be up N points on ___
mrs. <unk> said her <unk> investment club 's portfolio lost ___
at the annual congress of the national association of investors ___
some N investors representing investor clubs from around the u.s. ___
but robert <unk> an official of the association said no ___
in fact some of the association 's members long-term <unk> ___
we hope to take advantage of it said john <unk> ___
he has four stocks in mind to buy if the ___
not everyone is reacting so <unk> however and many wonder ___
marc <unk> a tampa fla. investment banker said the market ___
there 's no question that there 's a general <unk> ___
mr. <unk> believes however that the market could be stabilized ___
<unk> albert a <unk> dallas law student says she 's ___
i have this feeling that it 's built on sand ___
she and her husband pulled most of their investments out ___
partly because of concern about the economy and partly because ___
others wonder how many more of these shocks the small ___
we all assumed october <unk> was a one-time shot said ___
we told the little guy it could only happen once ___
mr. greenberg got out just before the N crash and ___
this time he 's ready to buy in when the ___
still he adds we ca n't have this kind of ___
when the little guy gets frightened the big guys hurt ___
small investors have <unk> back into the market following black ___
discount brokerage customers have been in the market somewhat but ___
hugo <unk> senior vice president at charles <unk> corp. says ___
individual investors are still angry about program trading mr. <unk> ___
<unk> <unk> a cornell university finance professor says government regulators ___
but it 's not only the stock market that has ___
alan <unk> general sales manager of a chrysler dealership in ___
these high <unk> took a big <unk> today he said ___
and i can tell you that a high roller is ___
everything said <unk> <unk> an <unk> ohio plumbing contractor who ___
i just stopped by to see how much i would ___
the crowded field for <unk> computers is about to become ___
compaq computer corp. 's long-awaited entry today into the notebook ___
compaq 's series of <unk> <unk> a trend toward <unk> ___
one manufacturer already has produced a <unk> computer called a ___
but those machines are still considered <unk> with <unk> only ___
compaq 's <unk> by contrast may be the first in ___
analysts say they 're faster and carry more memory than ___
all of this comes in a machine that <unk> only ___
in recent months compaq 's competition including zenith toshiba corp. ___
one analyst noting that most such machines are about two ___
this is n't quite a notebook i call it a ___
that ca n't be said of the $ N <unk> ___
instead of a <unk> it features a writing surface an ___
at N N pounds it may be too <unk> named ___
<unk> corp. 's portfolio introduced in europe two months ago ___
some critics however say its ability to run <unk> programs ___
<unk> computer corp. meanwhile has introduced a much more sophisticated ___
at stake is what mike <unk> compaq 's president of ___
the market is so new nobody knows yet how big ___
i 've had a lot of people trying to sell ___
whether it 's $ N billion or $ N billion ___
consider the growth of <unk> which now <unk> N N ___
<unk> generally anything under N pounds have become the fastest-growing ___
responding to that demand however has led to a variety ___
it also has <unk> use of the faster more powerful ___
a <unk> spokesman for example <unk> the <unk> portfolio because ___
both <unk> are dismissed by notebook makers who argue that ___
<unk> trying to avoid the <unk> label responded with the ___
despite the <unk> few question the <unk> of the move ___
toward that end experts say the real battle will take ___
compaq 's new machines are considered a direct threat to ___
but the <unk> product is twice as heavy and costs ___
compaq 's announcement also <unk> trouble for zenith which last ___
zenith holders will vote in december on the proposed $ ___
rod <unk> compaq 's president and chief executive officer notes ___
john p. frank president of zenith data systems simply <unk> ___
we do n't look at it as not being a ___
i ca n't imagine that you 'll talk to anyone ___
adds bill <unk> senior industry analyst for <unk> a high-technology ___
the problem compaq is going to have is that they ___
compaq 's machines include the N <unk> <unk> disk drive ___
others undoubtedly will follow but most analysts believe compaq has ___
toshiba 's line of <unk> for example features the <unk> ___
a third model marketed in japan may hit the u.s. ___
international business machines corp. analysts say has been burned twice ___
honeywell inc. and international business machines corp. received air force ___
honeywell 's contract totaled $ N million and ibm 's ___
boeing co. received a $ N million air force contract ___
general dynamics corp. received a $ N million air force ___
grumman corp. received an $ N million navy contract to ___
<unk> corp. received an $ N million army contract for ___
sharp increases in the price of fresh produce caused spain ___
the monthly increase is the highest recorded in the past ___
the index which registered N at the end of september ___
prices have risen N N in the first nine months ___
japan 's wholesale prices in september rose N N from ___
the wholesale price index stood at N compared with a ___
<unk> new york stock exchange issues hit 52-week highs during ___
stocks of utilities held up relatively better than other market ___
and among the issues hitting new highs were detroit edison ___
other major issues hitting highs included american telephone & telegraph ___
these included international business machines corp. which during friday 's ___
other new lows included <unk> international corp. union carbide corp. ___
meanwhile two initial public offerings <unk> the <unk> market in ___
shares of rally 's inc. an operator of fast-food restaurants ___
ford motor co. said it acquired N N of the ___
jaguar the london stock exchange and the u.s. securities and ___
the u.s. federal trade commission advised ford last week that ___
the no. N auto maker disclosed last month that it ___
general motors corp. said it had discussed the possibility of ___
gm said it still is talking with jaguar about acquiring ___
investors who bought stock with borrowed money that is on ___
that 's because their brokers can require them to sell ___
in october N these margin calls were thought to have ___
typically a margin call occurs when the price of a ___
if the investor does n't put up the extra cash ___
but some big brokerage firms said they do n't expect ___
margin calls since friday have been higher than usual but ___
merrill lynch & co. officials do n't expect margin calls ___
hugo <unk> senior vice president at charles schwab corp. the ___
he said schwab had increased margin requirements so customers have ___
<unk> inc. following rival hertz corp. 's lead said it ___
the garden city n.y. <unk> company said it wo n't ___
but it remains involved in programs with amr corp. 's ___
industry estimates put <unk> 's annual cost of all five ___
a spokesman for <unk> would n't specify the costs but ___
budget rent a car corp. of chicago and national car ___
in fact budget indicated it saw some benefit to staying ___
i can not see how this news by hertz and ___
northwest and <unk> are two of the five airlines with ___
national also <unk> in the northwest <unk> program along with ___
a month ago hertz of park <unk> n.j. said that ___
at the time hertz said its annual fees to those ___
budget said its <unk> costs are substantially below <unk> 's ___
robert d. <unk> <unk> vice president of marketing said the ___
this year has been difficult for both hertz and <unk> ___
they 've been looking to get their costs down and ___
cbs inc. is cutting the pat <unk> show down to ___
cbs insisted the move was n't a setback for the ___
i have every intention of making this the best possible ___
cbs will continue to program <unk> shows to follow the ___
but cbs news will extend its <unk> <unk> by N ___
the show despite a promising start has slipped badly in ___
further <unk> the <unk> audience is the addition of the ___
tandem computers inc. preparing to fight with international business machines ___
tandem said it expects to report revenue of about $ ___
the results which are in line with analysts ' estimates ___
in the year-earlier period tandem reported net income of $ ___
tandem expects to report the full results for the quarter ___
analysts have predicted that the cupertino calif. company will report ___
commenting on the results for the quarter mr. <unk> said ___
the company 's u.s. performance was helped by a record ___
tandem makes <unk> computers machines with <unk> backup systems that ___
tomorrow the company is scheduled to announce its most powerful ___
prices for the machine which can come in various <unk> ___
analysts expect the new computer to <unk> a hefty <unk> ___
we believe they could <unk> perhaps two to three billion ___
i 'd be disappointed if the company grew by less ___
ibm is expected to respond to tandem 's <unk> by ___
obviously ibm can give bigger discounts to users immediately said ___
but mr. <unk> questions whether that will be enough to ___
the answer is n't price reductions but new systems he ___
nevertheless tandem faces a variety of challenges the biggest being ___
even mr. <unk> is reluctant to abandon this notion insisting ___
the stock market 's <unk> may turn out to be ___
in one wild hour of trading the market managed to ___
it is forcing the federal reserve to ease its grip ___
the resulting decline in interest rates and the value of ___
after all until a few years ago the stock market ___
that has changed partly because the two years following the ___
the N crash was a false alarm however you view ___
the market seems increasingly <unk> from the rest of the ___
its <unk> ca n't be <unk> to fundamental business conditions ___
the market today has a life of its own john ___
of course the health of the economy will be threatened ___
sharply falling stock prices do reduce consumer wealth damage business ___
what 's more although the stock market is far less ___
but if the stock market does n't continue to plummet ___
the fed which until friday had been <unk> moves to ___
fed officials may protest that this does n't necessarily mean ___
but the experience of the N crash suggests the fed ___
anticipating the fed 's move money traders lowered a key ___
tiny movements in the rate which is what banks charge ___
the dollar also began to decline friday as the stock ___
treasury officials have been arguing for months that the dollar ___
the market drop has now apparently convinced foreign investors that ___
a modest drop in the dollar only a modest one ___
that was n't the case in N when the dollar ___
another big difference between N and N is n't so ___
in the third quarter of N the economy <unk> at ___
the consensus among economists is that it grew a much ___
the plunge in stock prices is happening at a time ___
consumer spending did drop in the months following black monday ___
the effects were much less severe and less prolonged than ___
today he <unk> exports and business investment spending may be ___
what 's more the corporate borrowing binge has n't <unk> ___
we 've had two more years of significant accumulation of ___
the more a company relies on borrowed money the greater ___
a company with a strong balance sheet can withstand an ___
the fed of course knows that very well hence its ___
even before friday 's events harvard university economist benjamin <unk> ___
the biggest threat on the economic horizon right now is ___
in the end the N collapse suggested the economy does ___
the economy does however depend on the confidence of businesses ___
a 190-point drop is n't likely to make much of ___
if the reactions of executives gathered saturday at hot springs ___
and if foreign investors become a <unk> more cautious well ___
on the bottom line the most <unk> fact for the ___
two years ago about the only point of comparison was ___
the prosperity that followed black monday permits a more optimistic ___
at the very least the establishment here is taking comfort ___
as sen. lloyd <unk> d. texas observed yesterday the fed ___
the chemical industry is expected to report that profits eroded ___
producers of commodity chemicals the basic chemicals produced in huge ___
once the chief beneficiaries of the industry 's now <unk> ___
for some of these companies this will be the first ___
this could be the first of five or six down ___
perhaps most prominent dow chemical co. which as of midyear ___
though dow has aggressively diversified into specialty chemicals and pharmaceuticals ___
analysts ' third-quarter estimates for the midland mich. company are ___
at the investment firm of smith barney harris upham & ___
you will find the commodities off more than the others ___
first boston corp. projects that N of the N companies ___
still some industry giants are expected to report continuing gains ___
du pont co. is thought to have had steady profit ___
moreover the wilmington del. company is helped when prices weaken ___
analysts are divided over whether du pont will report much ___
the estimates for du pont range from $ N to ___
in the N third quarter the company earned $ N ___
monsanto co. too is expected to continue reporting higher profit ___
the st. <unk> company is expected to report again that ___
searle continued to operate in the red through the first ___
most estimates for monsanto run between $ N and $ ___
a year ago the company posted third-quarter profit of $ ___
but the <unk> producers are caught on the downside of ___
by some accounts on wall street and in the industry ___
but <unk> say growing production capacity could keep pressure on ___
in the latest quarter at least profit is expected to ___
for <unk> inc. how far down it is we do ___
the projections are in the neighborhood of N cents a ___
<unk> faces lower prices for its mainstay product <unk> while ___
the company based in wilmington del. is <unk> by montedison ___
at quantum chemical corp. new york the trouble is lower ___
some analysts hedge their estimates for quantum because it is ___
but the estimates range from break-even to N cents a ___
in the N third quarter quantum earned $ N million ___
another big polyethylene producer union carbide corp. is expected to ___
the following were among friday 's offerings and pricings in ___
$ N million of N N senior notes due oct. ___
the issue which is <unk> back to the company at ___
rated single-a-1 by moody 's investors service inc. and single-a ___
$ N million of N N debentures due oct. N ___
the <unk> issue which can be put back to the ___
rated <unk> by moody 's and <unk> by s&p the ___
$ N million of remic mortgage securities offered in N ___
the offering series N backed by freddie mac N N ___
among classes for which details were available yields ranged from ___
$ N million of remic mortgage securities offered by citicorp ___
the offering series N is backed by freddie mac N ___
$ N million of stripped mortgage securities underwritten by <unk> ___
the agency 's first strips issue collateralized by freddie mac ___
the <unk> securities will be <unk> by <unk> securities into ___
the <unk> securities pay the principal from the underlying freddie ___
freddie mac said the <unk> securities were priced at N ___
the <unk> securities were priced at N N to yield ___
there were no major <unk> or foreign bond offerings in ___
the economy 's <unk> will be taken from several <unk> ___
the most troublesome report may be the august merchandise trade ___
the trade gap is expected to widen to about $ ___
thursday 's report on the september consumer price index is ___
that gain was being cited as a reason the stock ___
economists are divided as to how much manufacturing strength they ___
meanwhile september housing starts due wednesday are thought to have ___
there 's a possibility of a surprise in the trade ___
a widening of the deficit if it were combined with ___
in any event mr. <unk> and many others say that ___
trade is definitely going to be more politically sensitive over ___
exports are thought to have risen strongly in august but ___
views on manufacturing strength are split between economists who read ___
the wide range of estimates for the industrial output number ___
a rebound in energy prices which helped push up the ___
the consensus view expects a N N increase in the ___
robert h. <unk> an economist for lloyd 's bank in ___
auto prices had a big effect in the <unk> and ___
food prices are expected to be unchanged but energy costs ___
he also says he thinks core inflation which <unk> the ___
he expects a gain of as much as N N ___
housing starts are expected to <unk> a bit from august ___
economists say an august rebound in permits for <unk> units ___
if the <unk> <unk> law 's fair why should we ___
when research projects are curtailed due to government funding cuts ___
assuming the stock market does n't crash again and completely ___
capital city is a weekly series that <unk> here three ___
the early episodes make you long for a <unk> of ___
according to the program 's publicity prospectus capital city set ___
but with all the money and <unk> of high finance ___
you need n't be a <unk> securities lawyer to realize ___
the <unk> produced series has been criticized by london 's ___
turned loose in <unk> <unk> 's trading room the <unk> ___
judging by the money lost and mistakes made in the ___
in the opening episode we learn that <unk> a junior ___
rather than keep the loss a secret from the outside ___
traders spend the morning <unk> selling bonds in the belief ___
the trade figures turn out well and all those recently ___
so much for anticipating the market by a fraction of ___
and a large <unk> of the first episode is devoted ___
surprisingly <unk> <unk> <unk> the week only to have a ___
instead of closing ranks to protect the firm 's reputation ___
the plot is <unk> when the firm 's major <unk> ___
if you can <unk> the <unk> that the rewards for ___
<unk> lives in a hotel room and although she drives ___
and it takes <unk> the <unk> <unk> ' man of ___
perhaps the explanation for these <unk> is that <unk> britain ___
after all this is n't old money but new money ___
this attitude is clearly illustrated in the treatment of max ___
<unk> enough he lives in a <unk> <unk> converted church ___
but apparently to make him <unk> even <unk> to the ___
he takes his wash to the <unk> where he meets ___
in producing and promoting capital city <unk> has spent about ___
the production costs are a not <unk> # N million ___
another half million <unk> went for a <unk> of <unk> ___
these expenses create a special incentive for capital city 's ___
<unk> 's u.s. marketing agent donald <unk> is preparing to ___
he is <unk> hopeful citing three u.s. comedy series three ___
perhaps without <unk> it mr. <unk> simultaneously has put his ___
the first episode concluded with a <unk> <unk> scene in ___
and many in the young cast bear striking <unk> to ___
<unk> <unk> looks like a young <unk> <unk> <unk> william ___
so ok kids everybody on stage for carry on trading ___
the pressure is too much for <unk> <unk> who <unk> ___
he <unk> into a desktop computer terminal which <unk> covering ___
and all the while the bonds are in the baby ___
mr. <unk> is senior <unk> in the journal 's london ___
<unk> assurances of france gave details of its financing plans ___
the proposed acquisition is part of sir james goldsmith 's ___
in an attempt to <unk> u.s. regulators ' concern over ___
as part of the agreement axa agreed to invest $ ___
of the total $ N billion to be paid to ___
in an interview thursday <unk> bebear chairman and chief executive ___
the other banking companies in the group are credit lyonnais ___
mr. bebear said <unk> group has more than $ N ___
he said the assets to be sold would be <unk> ___
the amended filings also point out that under a new ___
we hope that with what we did the regulators will ___
any change of control in farmers needs approval of the ___
the amended filings were required because of the new agreement ___
<unk> dropped its initial # N billion $ N billion ___
a spokesman for b.a.t said of the amended filings that ___
the new financing structure is still a <unk> leveraged one ___
that dividend is almost double the N N currently taken ___
to fend off sir james 's advances b.a.t has proposed ___
dismal sales at general motors corp. dragged the u.s. car ___
the eight major domestic auto makers sold N north <unk> ___
domestically built truck sales were down N N to N ___
the heavy use of incentives to clear out N models ___
this appears particularly true at gm which had strong sales ___
overall sales of all <unk> vehicles fell N N from ___
without gm overall sales for the other u.s. <unk> were ___
some of the u.s. auto makers have already adopted incentives ___
we 've created a condition where without incentives it 's ___
car sales fell to a seasonally adjusted annual selling rate ___
the poor performance contrasts with a robust selling rate of ___
furthermore dealers contacted late last week said they could n't ___
gm 's domestic car sales dropped N N and its ___
cadillac posted a N N increase despite new competition from ___
lexus sales were n't available the cars are imported and ___
the sales drop for the no. N car maker may ___
last year gm had a different program in place that ___
ford motor co. had a N N drop in domestic ___
chrysler corp. had a N N drop in car sales ___
however sales of trucks including the company 's popular minivans ___
honda motor co. 's sales of domestically built vehicles plunged ___
honda 's plant in <unk> ohio was <unk> up to ___
we 're really confident everything will bounce back to normal ___
separately chrysler said firm prices on its <unk> domestic cars ___
firm prices were generally in line with the tentative prices ___
at that time chrysler said base prices which are n't ___
x there were N selling days in the most recent ___
percentage differences based on daily sales rate rather than sales ___
antonio l. <unk> N years old was named president and ___
mr. <unk> had been a consultant to the subsidiary 's ___
mr. <unk> succeeds william h. <unk> who resigned to pursue ___
it also has interests in military electronics and <unk> marine ___
it was n't so long ago that a radio network ___
now the network has opened a news bureau in the ___
employees held an open house to <unk> and even hung ___
i think this is a victory for the radio says ___
in fact the network hopes to set up offices in ___
but the rapid changes brought on by glasnost and open ___
in fact radio free europe is in danger of suffering ___
while the network currently can operate freely in <unk> so ___
in addition competition for <unk> is getting tougher in many ___
instead of being denounced as an evil agent of <unk> ___
they have a lot to do these days to compete ___
the <unk> radio reporters seem better informed and more critical ___
boys on busy street corners <unk> newspapers of every political ___
the british broadcasting corp. and the u.s. state department 's ___
australian press <unk> rupert murdoch has bought N N stakes ___
with its mission for free speech and the capitalist way ___
radio free europe and its sister station for the soviet ___
they are still an important source of news for N ___
the establishment of its first bureau in warsaw pact territory ___
months before the decision by the <unk> communist party to ___
it proved a perfect time for radio free europe to ___
not only did the <unk> ministry of foreign affairs approve ___
it 's a far cry from the previous treatment of ___
in fact some of the network 's <unk> <unk> say ___
during the past four years many of us have sat ___
through much of the <unk> war ii period listening to ___
when we listen to the europe station my mother still ___
she wants to turn down the volume and close the ___
now the <unk> competition for radio free europe comes during ___
<unk> radio often <unk> its most politically outspoken <unk> for ___
television which most of the time is considered rather <unk> ___
it is a talk show with opposition leaders and political ___
those who want to hear even more radical views have ___
the competitive spirit is clearly <unk> radio free europe which ___
the <unk> office plans to hire free-lance reporters to cover ___
the <unk> service has a daily <unk> news show called ___
there 's also a host of new programs trying to ___
a daily <unk> program called the march of time tries ___
and to attract younger <unk> radio free europe <unk> the ___
we are <unk> for all the news says mr. <unk> ___
proposals for <unk> national service like <unk> <unk> up from ___
the disease <unk> comes to mind of course not as ___
rather it is born of frustration with having to combat ___
it is back with us again in the form of ___
perhaps it is because <unk> <unk> <unk> both military experience ___
if only we could get america 's <unk> youth into ___
a quarter of a century ago national service was <unk> ___
those of us who resisted the idea then suspect today ___
choice of the volunteer military in the 1970s seemed to ___
but the virus was kept alive in <unk> departments until ___
this time it attempted to <unk> two connected problems the ___
why not keep and even expand the loans and grants ___
thus undoubtedly it was hoped that the new strain of ___
the democratic leadership council a <unk> group <unk> the plan ___
a provision allowing grants to be applied to <unk> purchases ___
the <unk> plan <unk> <unk> <unk> trees <unk> <unk> <unk> ___
with a tax-free $ N <unk> payment at the end ___
mind you most of the <unk> would be <unk> N ___
they would be doing better financially under national service than ___
as it happened political resistance developed among educational and minority ___
opposition to national service from the pentagon which wants to ___
clearly a new rationale for national service had to be ___
what better place to turn than sen. edward kennedy 's ___
before the <unk> is printed the house may add more ___
it is widely known that too many <unk> <unk> the ___
the omnibus bill coming out of congress may be <unk> ___
is the voluntary sector so weak that it needs such ___
according to the <unk> poll american adults contribute an average ___
even if government does see various <unk> needs national service ___
if we want to support students we might adopt the ___
what we do not need to do is start a ___
to the extent we lack manpower to staff <unk> jobs ___
will national service in the current highly <unk> and <unk> ___
polls show wide <unk> support for some vague concept of ___
nonetheless senate democrats are organizing a roll of supporting associations ___
so far the president seems <unk> to substitute any of ___
however even this <unk> plan could become <unk> if the ___
the omnibus can be defeated the virus controlled and real ___
national service the <unk> idea still wo n't go away ___
this article is adapted from remarks at a <unk> institution ___
drug <unk> inc. said gary <unk> N years old who ___
he succeeds his father philip t. <unk> who founded the ___
robert e. <unk> iii N who headed the company 's ___
american physicians service group inc. said it purchased about N ___
american physicians said it also replaced four texas american representatives ___
american provides a variety of financial services to doctors and ___
prime based in <unk> n.j. provides management services to <unk> ___
for the year ended june N prime had a net ___
the inflation-adjusted growth rate for france 's gross domestic product ___
the state agency said the latest revision left the growth ___
if the economy continues to expand by N N a ___
that would be down from the N N rise posted ___
the canadian government announced a new 12-year canada savings bond ___
the annual interest rate for each of the next N ___
canada savings bonds are major government instruments for meeting its ___
the government has about N billion canadian dollars us$ N ___
only canadian residents are permitted to buy canada savings bonds ___
after a decade in which more than N <unk> established ___
at least N bills proposing one or another national program ___
one <unk> by sen. sam <unk> d. <unk> and rep. ___
an omnibus bill assembled by sen. edward kennedy d. mass. ___
president bush has outlined his own youth entering service yes ___
people eager to have youth pay their <unk> to society ___
so do those who seek a <unk> concept of <unk> ___
to <unk> mandatory service is an <unk> and voluntary systems ___
<unk> of the market question the value of the work ___
if the market wo n't pay for it they argue ___
elements of the left are also <unk> opposed they see ___
but what about those of us whose views are not ___
let 's begin by recognizing a main source of confusion ___
would participants live at home and work nearby or live ___
would the program be run by the federal government by ___
those are not <unk> questions and the label national service ___
as a starting point here are five <unk> N consider ___
it involves accepting risk or giving up income or deferring ___
it follows that proposals like <unk> whose benefits to <unk> ___
there is a rationale for such bills federal subsidies to ___
but the earnings exceed by N N the average income ___
who will throw several hundred thousand <unk> in jail each ___
but through tax policy and in other ways the federal ___
it should also encourage service <unk> by all classes and ___
its encouragement should strengthen and not undercut the strong tradition ___
enthusiasts assume that national service would get important work done ___
there is important work to be done and existing service ___
good service programs require <unk> <unk> training and supervision all ___
full-time residential programs also require housing and full-time supervision they ___
<unk> programs are cheaper but good ones still come to ___
<unk> suggest that good ones are especially so if the ___
people of all ages and all classes should be encouraged ___
they can volunteer at any of thousands of <unk> institutions ___
and they have grown up in <unk> grim circumstances among ___
but many of them can be quite <unk> <unk> by ___
some wo n't accept the discipline others drop out for ___
learning skills producing something <unk> feeling useful they are no ___
even if it is cheaper to build <unk> or <unk> ___
they are giving up no income deferring no careers <unk> ___
but they believe themselves to be serving and they begin ___
mr. <unk> a carter administration budget official heads his own ___
